"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm"
"19139",1,0.575479799,"Appartment4",TRUE,0,0.0204892051406205,0.563688675344006,FALSE,0
"19140",2,0.354555743,"Appartment4",FALSE,0,0.680647610686719,0.113228223671795,FALSE,0
"19141",3,0.413684902,"Appartment4",FALSE,0,0.403095934772864,0.246930199726889,FALSE,0
"19142",4,0.595043679,"Appartment4",FALSE,0,0.508225748781115,0.292627159682756,TRUE,0.0330193514702842
"19143",5,0.879588952,"Appartment4",FALSE,0,0.57430819910951,0.374433805020259,TRUE,0.0145351989893243
"19144",6,0.034262008,"Appartment4",FALSE,0,0.723998142173514,0.00945637786086593,TRUE,0.080549162440002
"19145",7,0.061046808,"Appartment4",FALSE,0,0.393722065957263,0.0370113326341436,TRUE,0.0519408691674471
"19146",8,0.636456011,"Appartment4",FALSE,0,0.280450852122158,0.457961380376781,FALSE,0
"19147",9,0.361486431,"Appartment4",FALSE,0,0.415251553058624,0.211378629117631,TRUE,0.00877643530257046
"19148",10,0.276615971,"Appartment4",FALSE,0,0.752657799283043,0.0684188030205981,TRUE,0.0938760595396161
"19149",11,0.446898602,"Appartment4",FALSE,0,0.800459631020203,0.0891743119396353,FALSE,0
"19150",12,0.706754128,"Appartment4",TRUE,0,0.0632810941897333,0.662029953457049,FALSE,0
"19151",13,0.077956777,"Appartment4",TRUE,0,0.952600601827726,0.00369510431325019,FALSE,0
"19152",14,0.903269377,"Appartment4",TRUE,0,0.816568265436217,0.165688268601457,FALSE,0
"19153",15,0.542087304,"Appartment4",TRUE,0,0.861289347754791,0.0751932835116867,FALSE,0
"19154",16,0.349195438,"Appartment4",TRUE,0,0.625631761504337,0.130727681014781,TRUE,0.0400618271203712
"19155",17,0.336865671,"Appartment4",TRUE,0,0.337356951786205,0.223221695070025,FALSE,0
"19156",18,0.188757483,"Appartment4",TRUE,0,0.906170338392258,0.0177110507558192,FALSE,0
"19157",19,0.448736218,"Appartment4",TRUE,0,0.541513450676575,0.205739520147264,FALSE,0
"19158",20,0.501612629,"Appartment4",TRUE,0,0.275735529139638,0.36330020531956,TRUE,0.00136374128051102
"19159",21,0.699101179,"Appartment4",TRUE,0,0.226951380027458,0.540439201647127,TRUE,0.077351088100113
"19160",22,0.455921334,"Appartment4",TRUE,0,0.572171776322648,0.195056014461829,FALSE,0
"19161",23,0.566501821,"Appartment4",TRUE,0,0.936530302278697,0.0359556993374374,FALSE,0
"19162",24,0.549592847,"Appartment4",FALSE,0,0.938090965151787,0.0340247627172517,FALSE,0
"19163",25,0.486498931,"Appartment4",FALSE,0,0.319216411327943,0.331200488131299,FALSE,0
"19164",26,0.867701687,"Appartment4",FALSE,0,0.570216899504885,0.372923521343702,FALSE,0
"19165",27,0.81579829,"Appartment4",FALSE,0,0.447736986679956,0.450535221896739,FALSE,0
"19166",28,0.183084361,"Appartment4",FALSE,0,0.207849165890366,0.145030429278579,FALSE,0
"19167",29,0.761501297,"Appartment4",FALSE,0,0.89170442498289,0.0824672208348897,TRUE,0.0748121625976637
"19168",30,0.924958251,"Appartment4",FALSE,0,0.476264677941799,0.484433307477875,TRUE,0.0254704674705863
"19169",31,0.852787788,"Appartment4",FALSE,0,0.49779691058211,0.428272661751448,FALSE,0
"19170",32,0.680418273,"Appartment4",FALSE,0,0.544366389513016,0.310021434368309,FALSE,0
"19171",33,0.198402026,"Appartment4",FALSE,0,0.331877062562853,0.132556944404601,FALSE,0
"19172",34,0.458775182,"Appartment4",FALSE,0,0.495865330565721,0.231284474722221,FALSE,0
"19173",35,0.897608473,"Appartment4",FALSE,0,0.407933152513579,0.531444218886211,FALSE,0
"19174",36,0.167308657,"Appartment4",TRUE,0,0.968425805447623,0.00528263608641489,TRUE,0.0215519336983562
"19175",37,0.084875702,"Appartment4",TRUE,0,0.826272574951872,0.0147452371576122,FALSE,0
"19176",38,0.242460399,"Appartment4",TRUE,0,0.303810572018847,0.168798366487892,FALSE,0
"19177",39,0.275810728,"Appartment4",TRUE,0,0.436019666260108,0.155551826426482,FALSE,0
"19178",40,0.654444751,"Appartment4",TRUE,0,0.289537164149806,0.464958673702734,FALSE,0
"19179",41,0.837076269,"Appartment4",TRUE,0,0.536465500481427,0.38801372940979,FALSE,0
"19180",42,0.432559438,"Appartment4",TRUE,0,0.664329155581072,0.145197591814837,FALSE,0
"19181",43,0.164048874,"Appartment4",TRUE,0,0.446475126314908,0.0908051322590315,TRUE,0.0851618549088016
"19182",44,0.720661642,"Appartment4",TRUE,0,0.182292636483908,0.589290331266998,TRUE,0.0908254690235481
"19183",45,0.2441745,"Appartment4",TRUE,0,0.940276602515951,0.014582930718969,TRUE,0.0422995190601796
"19184",46,0.433749895,"Appartment4",TRUE,0,0.417442849371582,0.252684102916575,TRUE,0.0179252220084891
"19185",47,0.0136766,"Appartment4",TRUE,0,0.474688094342127,0.00718448080892046,TRUE,0.0872450459050015
"19186",48,0.225520918,"Appartment4",FALSE,0,0.68027105089277,0.0721055661138377,TRUE,0.00589017404709011
"19187",49,0.041151883,"Appartment4",FALSE,0,0.59950674069114,0.0164810517493669,FALSE,0
"19188",50,0.468801025,"Appartment4",FALSE,0,0.120746043045074,0.412195156255775,TRUE,0.0202959726797417
"19189",51,0.775735783,"Appartment4",FALSE,0,0.617104923119769,0.297025412270532,FALSE,0
"19190",52,0.861843541,"Appartment4",FALSE,0,0.987543657887727,0.0107354179939488,TRUE,0.0555312396492809
