"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm"
"16997",1,0.07349895,"Appartment1",TRUE,0.3876275816001,0,0.0450087297613533,FALSE,0
"16998",2,0.435350441,"Appartment1",FALSE,0,0,0.435350441,FALSE,0
"16999",3,0.861142696,"Appartment1",FALSE,0,0,0.861142696,FALSE,0
"17000",4,0.409813452,"Appartment1",FALSE,0,0,0.409813452,TRUE,0.0670899784890935
"17001",5,0.941084018,"Appartment1",FALSE,0,0,0.941084018,TRUE,0.0748103350168094
"17002",6,0.015706705,"Appartment1",FALSE,0,0,0.015706705,TRUE,0.0667791889514774
"17003",7,0.663845077,"Appartment1",FALSE,0,0,0.663845077,TRUE,0.0255625213962048
"17004",8,0.658176242,"Appartment1",FALSE,0,0,0.658176242,FALSE,0
"17005",9,0.897078547,"Appartment1",FALSE,0,0,0.897078547,TRUE,0.0793720229528844
"17006",10,0.520454289,"Appartment1",FALSE,0,0,0.520454289,TRUE,0.0751249328488484
"17007",11,0.461506419,"Appartment1",FALSE,0,0,0.461506419,FALSE,0
"17008",12,0.101045145,"Appartment1",TRUE,0.249202708806843,0,0.0758644211542198,FALSE,0
"17009",13,0.096132466,"Appartment1",TRUE,0.379381768684834,0,0.0596615610208853,FALSE,0
"17010",14,0.117628819,"Appartment1",TRUE,0.2634581733495,0,0.0866385452130011,FALSE,0
"17011",15,0.487624138,"Appartment1",TRUE,0.0137259557843208,0,0.480931030642444,FALSE,0
"17012",16,0.915395595,"Appartment1",TRUE,0.0076497538946569,0,0.908393043981997,TRUE,0.0469317861832678
"17013",17,0.086799065,"Appartment1",TRUE,0.374443364422768,0,0.0542977310726494,FALSE,0
"17014",18,0.179783078,"Appartment1",TRUE,0.321233176067472,0,0.122030788850874,FALSE,0
"17015",19,0.541163518,"Appartment1",TRUE,0.126583408564329,0,0.472661195300896,FALSE,0
"17016",20,0.155283574,"Appartment1",TRUE,0.38809235598892,0,0.0950192059199602,TRUE,0.0249833105597645
"17017",21,0.762948785,"Appartment1",TRUE,0.211423045303673,0,0.601643829464563,TRUE,0.0365010258508846
"17018",22,0.170655419,"Appartment1",TRUE,0.307536831684411,0,0.118172592130964,FALSE,0
"17019",23,0.889369631,"Appartment1",TRUE,0.0638710093684495,0,0.832564694966385,FALSE,0
"17020",24,0.793493808,"Appartment1",FALSE,0,0,0.793493808,FALSE,0
"17021",25,0.200215225,"Appartment1",FALSE,0,0,0.200215225,FALSE,0
"17022",26,0.319617453,"Appartment1",FALSE,0,0,0.319617453,FALSE,0
"17023",27,0.224767459,"Appartment1",FALSE,0,0,0.224767459,FALSE,0
"17024",28,0.100084736,"Appartment1",FALSE,0,0,0.100084736,FALSE,0
"17025",29,0.433009449,"Appartment1",FALSE,0,0,0.433009449,TRUE,0.0604403235949576
"17026",30,0.238964848,"Appartment1",FALSE,0,0,0.238964848,TRUE,0.0121071701170877
"17027",31,0.183205882,"Appartment1",FALSE,0,0,0.183205882,FALSE,0
"17028",32,0.921324659,"Appartment1",FALSE,0,0,0.921324659,FALSE,0
"17029",33,0.923676459,"Appartment1",FALSE,0,0,0.923676459,FALSE,0
"17030",34,0.246636279,"Appartment1",FALSE,0,0,0.246636279,FALSE,0
"17031",35,0.519786293,"Appartment1",FALSE,0,0,0.519786293,FALSE,0
"17032",36,0.708517917,"Appartment1",TRUE,0.0770949278958142,0,0.653894779275992,TRUE,0.0945680825272575
"17033",37,0.883144638,"Appartment1",TRUE,0.0855632361024618,0,0.807579924826183,FALSE,0
"17034",38,0.766105347,"Appartment1",TRUE,0.345631977822632,0,0.501314840695896,FALSE,0
"17035",39,0.492526303,"Appartment1",TRUE,0.37450249530375,0,0.308073973523769,FALSE,0
"17036",40,0.762309723,"Appartment1",TRUE,0.0698465852066874,0,0.709064991978594,FALSE,0
"17037",41,0.406395647,"Appartment1",TRUE,0.108186800312251,0,0.362429002290243,FALSE,0
"17038",42,0.757962252,"Appartment1",TRUE,0.177054706867784,0,0.623761467655294,FALSE,0
"17039",43,0.832800111,"Appartment1",TRUE,0.259468485601246,0,0.61671472739028,TRUE,0.0865855387877673
"17040",44,0.82626251,"Appartment1",TRUE,0.0737694205716252,0,0.765309603397243,TRUE,0.0591043029213324
"17041",45,0.558244363,"Appartment1",TRUE,0.205135471839458,0,0.443728642194277,TRUE,0.0865158268250525
"17042",46,0.969176917,"Appartment1",TRUE,0.289675224293023,0,0.688430376188404,TRUE,0.00508619658648968
"17043",47,0.760361142,"Appartment1",TRUE,0.172803892102093,0,0.628967777259208,TRUE,0.0954578987322748
"17044",48,0.904689598,"Appartment1",FALSE,0,0,0.904689598,TRUE,0.0110119723016396
"17045",49,0.572890694,"Appartment1",FALSE,0,0,0.572890694,FALSE,0
"17046",50,0.373321229,"Appartment1",FALSE,0,0,0.373321229,TRUE,0.0814890100387856
"17047",51,0.657868718,"Appartment1",FALSE,0,0,0.657868718,FALSE,0
"17048",52,0.746398095,"Appartment1",FALSE,0,0,0.746398095,TRUE,0.0878019888885319
"17049",53,0.948083947,"Appartment1",FALSE,0,0,0.948083947,TRUE,0.0957431609975174
"17050",54,0.065732273,"Appartment1",FALSE,0,0,0.065732273,FALSE,0
"17051",55,0.368461614,"Appartment1",FALSE,0,0,0.368461614,FALSE,0
"17052",56,0.302917545,"Appartment1",FALSE,0,0,0.302917545,TRUE,0.0943524964386597
"17053",57,0.491995948,"Appartment1",FALSE,0,0,0.491995948,FALSE,0
"17054",58,0.407026727,"Appartment1",FALSE,0,0,0.407026727,TRUE,0.0104546330403537
"17055",59,0.025048105,"Appartment1",FALSE,0,0,0.025048105,FALSE,0
"17056",60,0.56420065,"Appartment1",TRUE,0.397181488387287,0,0.340110596083925,TRUE,0.0990560405654833
"17057",61,0.629701582,"Appartment1",TRUE,0.275409699417651,0,0.456275658578561,TRUE,0.0512174357194453
"17058",62,0.740793075,"Appartment1",TRUE,0.395116913225502,0,0.448093201867172,TRUE,0.0916180843953043
"17059",63,0.662518656,"Appartment1",TRUE,0.186832418106496,0,0.538738693458854,TRUE,0.0318443978903815
"17060",64,0.067055144,"Appartment1",TRUE,0.379628093820065,0,0.04159912750245,FALSE,0
"17061",65,0.595185103,"Appartment1",TRUE,0.187067695427686,0,0.4838451974289,TRUE,0.0294255590066314
"17062",66,0.780445535,"Appartment1",TRUE,0.132097575999796,0,0.677350571626636,FALSE,0
"17063",67,0.296511918,"Appartment1",TRUE,0.108285810332745,0,0.264403884686053,TRUE,0.0423051328863949
"17064",68,0.854851796,"Appartment1",TRUE,0.22618225030601,0,0.661499493102586,TRUE,0.0126433276804164
"17065",69,0.670497496,"Appartment1",TRUE,0.297892855387181,0,0.470761082386605,TRUE,0.0448758800048381
"17066",70,0.498339247,"Appartment1",TRUE,0.0572140854783356,0,0.469827222724933,FALSE,0
"17067",71,0.039975927,"Appartment1",TRUE,0.294923457317054,0,0.0281860883997058,FALSE,0
"17068",72,0.612337278,"Appartment1",FALSE,0,0,0.612337278,FALSE,0
"17069",73,0.458344817,"Appartment1",FALSE,0,0,0.458344817,TRUE,0.0149592884350568
