"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm"
"15559",1,0.134428441,"Individual3",FALSE,0,0.0611655483953655,0.126206051686301,FALSE,0
"15560",2,0.529309966,"Individual3",FALSE,0,0.235201972466893,0.404815217950416,FALSE,0
"15561",3,0.397288198,"Individual3",FALSE,0,0.138721910747699,0.34217562005593,FALSE,0
"15562",4,0.792650791,"Individual3",FALSE,0,0.0404441764578223,0.760592682539364,TRUE,0.0116768715204671
"15563",5,0.080430199,"Individual3",FALSE,0,0.237743723276071,0.0613084240259046,TRUE,0.0763268344337121
"15564",6,0.589021674,"Individual3",FALSE,0,0.12628228564281,0.514638670714126,TRUE,0.0479875882854685
"15565",7,0.949479757,"Individual3",FALSE,0,0.0685742291389033,0.884369914580732,TRUE,0.0370750003028661
"15566",8,0.18415351,"Individual3",FALSE,0,0.24807858907152,0.138468967066632,FALSE,0
"15567",9,0.336272601,"Individual3",FALSE,0,0.0946849980857223,0.304432630418034,TRUE,0.0354250599397346
"15568",10,0.217853419,"Individual3",FALSE,0,0.20731410048902,0.172689333401557,TRUE,0.0606072065420449
"15569",11,0.633485036,"Individual3",FALSE,0,0.227099035377614,0.489621195398247,FALSE,0
"15570",12,0.119535047,"Individual3",FALSE,0,0.223636780469678,0.0928026139356283,FALSE,0
"15571",13,0.732292571,"Individual3",FALSE,0,0.298624787363224,0.513611857697457,FALSE,0
"15572",14,0.219197431,"Individual3",FALSE,0,0.23097199795302,0.168568962415761,FALSE,0
"15573",15,0.135115655,"Individual3",FALSE,0,0.239927187049761,0.102697735969464,FALSE,0
"15574",16,0.93296612,"Individual3",FALSE,0,0.24883247287944,0.700813853247664,TRUE,0.0564949527615681
"15575",17,0.293542204,"Individual3",FALSE,0,0.0461406163405627,0.279997985785473,FALSE,0
"15576",18,0.343942648,"Individual3",FALSE,0,0.298696211515926,0.241208282063644,FALSE,0
"15577",19,0.993335721,"Individual3",FALSE,0,0.10319855727721,0.890824907700883,FALSE,0
"15578",20,0.908051262,"Individual3",FALSE,0,0.183012655796483,0.741866388942032,TRUE,0.0229375632712618
"15579",21,0.185030178,"Individual3",FALSE,0,0.0253120077308267,0.180346692704028,TRUE,0.0238641739590094
"15580",22,0.341547305,"Individual3",FALSE,0,0.294187442329712,0.241068376907444,FALSE,0
"15581",23,0.354093359,"Individual3",FALSE,0,0.293232521996833,0.2502616703181,FALSE,0
"15582",24,0.088954934,"Individual3",FALSE,0,0.16884476733394,0.073935358865564,FALSE,0
"15583",25,0.092659232,"Individual3",FALSE,0,0.282011566869915,0.0665282567987171,FALSE,0
"15584",26,0.518085581,"Individual3",FALSE,0,0.0454950238578022,0.494515265132022,FALSE,0
"15585",27,0.644442487,"Individual3",FALSE,0,0.296434411383234,0.453407557695808,FALSE,0
"15586",28,0.05227432,"Individual3",FALSE,0,0.166070981347002,0.0435930723783528,FALSE,0
"15587",29,0.719929146,"Individual3",FALSE,0,0.17119374575559,0.596681778817637,TRUE,0.0568735191365704
"15588",30,0.998871245,"Individual3",FALSE,0,0.133594317105599,0.865427723147806,TRUE,0.0921431491849944
"15589",31,0.340591016,"Individual3",FALSE,0,0.232777835684828,0.261308976441823,FALSE,0
"15590",32,0.015214737,"Individual3",FALSE,0,0.108816946274601,0.0135591157812888,FALSE,0
"15591",33,0.58061601,"Individual3",FALSE,0,0.133054860820994,0.503362227599009,FALSE,0
"15592",34,0.07232129,"Individual3",FALSE,0,0.268716694973409,0.0528873519749865,FALSE,0
"15593",35,0.444360304,"Individual3",FALSE,0,0.27039326922968,0.324208268685545,FALSE,0
"15594",36,0.067151814,"Individual3",FALSE,0,0.229274379881099,0.0517556234872591,TRUE,0.0946570583386347
"15595",37,0.475562245,"Individual3",FALSE,0,0.0313089438015595,0.460672893397152,FALSE,0
"15596",38,0.447240924,"Individual3",FALSE,0,0.117282782820985,0.394787263841851,FALSE,0
"15597",39,0.580028307,"Individual3",FALSE,0,0.254212691774592,0.432577749772071,FALSE,0
"15598",40,0.651896978,"Individual3",FALSE,0,0.286778303375468,0.464947068673566,FALSE,0
"15599",41,0.349520459,"Individual3",FALSE,0,0.143029869790189,0.299528593260223,FALSE,0
"15600",42,0.212223567,"Individual3",FALSE,0,0.0468314073979855,0.202284838674369,FALSE,0
"15601",43,0.431004427,"Individual3",FALSE,0,0.117591495020315,0.380321972068696,TRUE,0.0826257744338363
"15602",44,0.678538823,"Individual3",FALSE,0,0.162462505465373,0.568301705759894,TRUE,0.0447400560369715
"15603",45,0.916697506,"Individual3",FALSE,0,0.223647800367326,0.711680125180887,TRUE,0.0255739210406318
"15604",46,0.413374202,"Individual3",FALSE,0,0.14295998015441,0.354278234285735,TRUE,0.0788260492961854
"15605",47,0.89432647,"Individual3",FALSE,0,0.0209690500516444,0.87557329348806,TRUE,0.0189738147659227
"15606",48,0.751459576,"Individual3",FALSE,0,0.283989459089935,0.538052977483808,TRUE,0.0153285398148
"15607",49,0.847037277,"Individual3",FALSE,0,0.198198921815492,0.679155401961069,FALSE,0
"15608",50,0.836931632,"Individual3",FALSE,0,0.215335608366877,0.656710449861797,TRUE,0.0413407635642216
"15609",51,0.024665371,"Individual3",FALSE,0,0.036112094996497,0.0237746527793242,FALSE,0
"15610",52,0.09344249,"Individual3",FALSE,0,0.0198010590160266,0.0915922297409055,TRUE,0.0131757373455912
"15611",53,0.204629547,"Individual3",FALSE,0,0.203335807914846,0.163021032737506,TRUE,0.0482726941583678
"15612",54,0.517035799,"Individual3",FALSE,0,0.106655228650197,0.461891227637317,FALSE,0
"15613",55,0.607669183,"Individual3",FALSE,0,0.0129323757486418,0.599810576794574,FALSE,0
"15614",56,0.502895178,"Individual3",FALSE,0,0.0549608651082963,0.475255623958329,TRUE,0.0812441339250654
"15615",57,0.045961826,"Individual3",FALSE,0,0.0150543447816744,0.0452699008246007,FALSE,0
"15616",58,0.851970478,"Individual3",FALSE,0,0.277589592221193,0.615472340427485,TRUE,0.0414921037154272
"15617",59,0.790356331,"Individual3",FALSE,0,0.244768583471887,0.596901931423092,FALSE,0
"15618",60,0.319040606,"Individual3",FALSE,0,0.0593184135854244,0.300115623382748,TRUE,0.0090013270964846
"15619",61,0.796876281,"Individual3",FALSE,0,0.167088835733011,0.663727150984458,TRUE,0.00309476614929736
"15620",62,0.445237059,"Individual3",FALSE,0,0.155203931336291,0.376134517066592,TRUE,0.0821516381809488
"15621",63,0.830171273,"Individual3",FALSE,0,0.244796438561752,0.626948301973324,TRUE,0.0190057877916843
"15622",64,0.297441531,"Individual3",FALSE,0,0.298525755596347,0.208647573212491,FALSE,0
"15623",65,0.549553571,"Individual3",FALSE,0,0.200185770587996,0.43954076590998,TRUE,0.0568943333579227
"15624",66,0.081834334,"Individual3",FALSE,0,0.120849981112406,0.0719446562817537,FALSE,0
"15625",67,0.881057611,"Individual3",FALSE,0,0.0220289084594697,0.861648873539762,TRUE,0.0682449719402939
"15626",68,0.830839728,"Individual3",FALSE,0,0.0321257689967751,0.804148362824929,TRUE,0.0496491162339225
"15627",69,0.769245104,"Individual3",FALSE,0,0.191430118354037,0.621988422698016,TRUE,0.052421102928929
"15628",70,0.328276088,"Individual3",FALSE,0,0.0724410837516189,0.304495412415538,FALSE,0
"15629",71,0.409564743,"Individual3",FALSE,0,0.279056558478624,0.295273015344238,FALSE,0
"15630",72,0.907860529,"Individual3",FALSE,0,0.097924836887978,0.818958434780642,FALSE,0
"15631",73,0.772233303,"Individual3",FALSE,0,0.0690368703799322,0.718920732557722,TRUE,0.0421927725896239
"15632",74,0.958635845,"Individual3",FALSE,0,0.227153956820257,0.740877919658519,TRUE,0.0942705618217587
"15633",75,0.747935718,"Individual3",FALSE,0,0.131721997540444,0.649416131193194,TRUE,0.0894332751398906
"15634",76,0.329495953,"Individual3",FALSE,0,0.247160788346082,0.248057473499676,FALSE,0
"15635",77,0.73126843,"Individual3",FALSE,0,0.0795416096225381,0.673102162011654,FALSE,0
"15636",78,0.401737622,"Individual3",FALSE,0,0.0107096452033147,0.397435154603557,TRUE,0.0265346099156886
"15637",79,0.826818569,"Individual3",FALSE,0,0.114045782829635,0.732523398040317,TRUE,0.0834302971605212
"15638",80,0.673613357,"Individual3",FALSE,0,0.0152741220546886,0.663324504367514,FALSE,0
"15639",81,0.042251355,"Individual3",FALSE,0,0.2217134028906,0.0328836633062112,FALSE,0
"15640",82,0.681314133,"Individual3",FALSE,0,0.0330504448385909,0.658796397829531,FALSE,0
"15641",83,0.62638377,"Individual3",FALSE,0,0.158743582712486,0.526949366197246,FALSE,0
"15642",84,0.379795316,"Individual3",FALSE,0,0.0557628818554804,0.358616834664627,TRUE,0.00533992345444858
"15643",85,0.374063906,"Individual3",FALSE,0,0.0483003230765462,0.355996498488925,TRUE,0.0651139535941184
"15644",86,0.280692441,"Individual3",FALSE,0,0.103891313122585,0.251530934720926,FALSE,0
"15645",87,0.867025586,"Individual3",FALSE,0,0.0115795939927921,0.856985781732757,TRUE,0.0396380585385487
"15646",88,0.632631068,"Individual3",FALSE,0,0.222055997466668,0.492151545166856,TRUE,0.0358767786994576
"15647",89,0.096179161,"Individual3",FALSE,0,0.284279922419228,0.0688373565725736,TRUE,0.00263053837697953
"15648",90,0.718649996,"Individual3",FALSE,0,0.0772030542371794,0.663168021381263,FALSE,0
"15649",91,0.032604513,"Individual3",FALSE,0,0.178086066339165,0.0267981035349258,FALSE,0
"15650",92,0.702702848,"Individual3",FALSE,0,0.100126952142455,0.632343353567937,FALSE,0
"15651",93,0.886352372,"Individual3",FALSE,0,0.229908308247104,0.682572597642672,TRUE,0.0807950557442382
"15652",94,0.579972656,"Individual3",FALSE,0,0.094597787107341,0.525108526159633,TRUE,0.0651309896726161
"15653",95,0.45669459,"Individual3",FALSE,0,0.119773545186035,0.401994659888417,FALSE,0
"15654",96,0.971035163,"Individual3",FALSE,0,0.221515933214687,0.75593540268378,TRUE,0.0224827028112486
"15655",97,0.542365558,"Individual3",FALSE,0,0.205805647373199,0.430743663222883,FALSE,0
"15656",98,0.979729687,"Individual3",FALSE,0,0.0413791962666437,0.93918925999337,TRUE,0.0164108153898269
"15657",99,0.634761688,"Individual3",FALSE,0,0.054414200456813,0.600221638266863,FALSE,0
"15658",100,0.570965067,"Individual3",FALSE,0,0.274240621179342,0.414383252354215,TRUE,0.0732147546019405
"15659",101,0.714188574,"Individual3",FALSE,0,0.0460220449604094,0.681320155337161,FALSE,0
"15660",102,0.354593042,"Individual3",FALSE,0,0.114705236954615,0.313919363094932,TRUE,0.00143196056596935
"15661",103,0.819479619,"Individual3",FALSE,0,0.0955883058719337,0.741146950523212,FALSE,0
"15662",104,0.058190427,"Individual3",FALSE,0,0.00680906865745783,0.0577942043873502,FALSE,0
"15663",105,0.836645938,"Individual3",FALSE,0,0.255926015228033,0.62252647693094,TRUE,0.0846736080013216
"15664",106,0.765459667,"Individual3",FALSE,0,0.138042356539518,0.659793810731366,TRUE,0.0453261208254844
"15665",107,0.187429365,"Individual3",FALSE,0,0.0852012396091595,0.171460150762842,FALSE,0
"15666",108,0.98425458,"Individual3",FALSE,0,0.276913070585579,0.711701622014281,FALSE,0
"15667",109,0.487163304,"Individual3",FALSE,0,0.113678556494415,0.43178328282423,TRUE,0.0473716009873897
"15668",110,0.337247577,"Individual3",FALSE,0,0.133115996955894,0.292354529566685,TRUE,0.0897784400731325
"15669",111,0.803417623,"Individual3",FALSE,0,0.0649034122237936,0.751273077826571,TRUE,0.0558267340762541
"15670",112,0.570631154,"Individual3",FALSE,0,0.27085599869024,0.416072282899566,TRUE,0.0441048777895048
"15671",113,0.635742658,"Individual3",FALSE,0,0.110003232909366,0.565808910321606,FALSE,0
"15672",114,0.363639039,"Individual3",FALSE,0,0.10060848123394,0.327053867568841,TRUE,0.0555894667282701
"15673",115,0.546977429,"Individual3",FALSE,0,0.296332041383721,0.384890490873611,TRUE,0.0306995213031769
"15674",116,0.423306326,"Individual3",FALSE,0,0.135727844922803,0.36585187062983,FALSE,0
"15675",117,0.701880082,"Individual3",FALSE,0,0.0503941423958167,0.666509437202904,TRUE,0.0627667991211638
"15676",118,0.533571683,"Individual3",FALSE,0,0.0893538622185588,0.485894992353493,TRUE,0.0704156600637361
"15677",119,0.823242474,"Individual3",FALSE,0,0.151147453347221,0.698811470567634,TRUE,0.029412807780318
"15678",120,0.976462477,"Individual3",FALSE,0,0.202635190822184,0.778596816642402,TRUE,0.0306280087912455
"15679",121,0.020003996,"Individual3",FALSE,0,0.231665312731639,0.0153697640107776,FALSE,0
"15680",122,0.709634862,"Individual3",FALSE,0,0.167744215764105,0.590597718594941,FALSE,0
"15681",123,0.419897438,"Individual3",FALSE,0,0.168952497490682,0.348954717159961,FALSE,0
"15682",124,0.219480324,"Individual3",FALSE,0,0.244021475035697,0.165922411596207,TRUE,0.0501695160055533
"15683",125,0.981324803,"Individual3",FALSE,0,0.133807915938087,0.850015776252216,FALSE,0
"15684",126,0.301450195,"Individual3",FALSE,0,0.141777855274267,0.25871123288089,FALSE,0
"15685",127,0.111818803,"Individual3",FALSE,0,0.29897111998871,0.0783882102312931,FALSE,0
"15686",128,0.248769303,"Individual3",FALSE,0,0.10549842256587,0.222524533950689,TRUE,0.0446176750352606
"15687",129,0.691403707,"Individual3",FALSE,0,0.0303087792824954,0.670448104649438,TRUE,0.0442575903842226
"15688",130,0.065951574,"Individual3",FALSE,0,0.164621772360988,0.0550945089981231,FALSE,0
"15689",131,0.165152485,"Individual3",FALSE,0,0.0157915411284193,0.162544472740662,FALSE,0
"15690",132,0.233263392,"Individual3",FALSE,0,0.140833576465957,0.20041207424606,FALSE,0
"15691",133,0.738318272,"Individual3",FALSE,0,0.0202403950039297,0.723374418536101,FALSE,0
"15692",134,0.248551077,"Individual3",FALSE,0,0.286419344809838,0.177361240373881,FALSE,0
"15693",135,0.909971759,"Individual3",FALSE,0,0.156206425186247,0.767828323506169,TRUE,0.0171926653478295
"15694",136,0.21530181,"Individual3",FALSE,0,0.0517150295432657,0.204167470535131,FALSE,0
"15695",137,0.104695949,"Individual3",FALSE,0,0.153627648786642,0.0886117565176438,TRUE,0.082814517384395
"15696",138,0.287540612,"Individual3",FALSE,0,0.254218767257407,0.21444239208092,TRUE,0.0311894227284938
"15697",139,0.384188562,"Individual3",FALSE,0,0.146135307219811,0.328045048461793,FALSE,0
"15698",140,0.107437709,"Individual3",FALSE,0,0.129207186028361,0.0935559849467761,FALSE,0
"15699",141,0.020424414,"Individual3",FALSE,0,0.15854196511209,0.0171862872681771,FALSE,0
"15700",142,0.225450357,"Individual3",FALSE,0,0.093338538100943,0.204407150263284,FALSE,0
"15701",143,0.06765727,"Individual3",FALSE,0,0.265144133311696,0.0497183417836146,TRUE,0.0178196236025542
"15702",144,0.386848536,"Individual3",FALSE,0,0.0303655582945794,0.375101664228919,TRUE,0.0253436099039391
"15703",145,0.612917837,"Individual3",FALSE,0,0.0146226569311693,0.603955349742555,TRUE,0.0774555585812777
"15704",146,0.456720613,"Individual3",FALSE,0,0.193784743384458,0.368215126211403,TRUE,0.0992087587481365
"15705",147,0.108123126,"Individual3",FALSE,0,0.185275532794185,0.0880905562229772,FALSE,0
"15706",148,0.268508379,"Individual3",FALSE,0,0.0299451116938144,0.26046786560012,FALSE,0
"15707",149,0.070616316,"Individual3",FALSE,0,0.102271150890738,0.063394304091016,FALSE,0
"15708",150,0.297041835,"Individual3",FALSE,0,0.253277162625454,0.221807921850142,TRUE,0.057030135858804
"15709",151,0.096351928,"Individual3",FALSE,0,0.262149863736704,0.0710932832040313,TRUE,0.0266279709059745
"15710",152,0.391547452,"Individual3",FALSE,0,0.124373092129827,0.342849484679205,TRUE,0.0794061954831705
"15711",153,0.551102377,"Individual3",FALSE,0,0.189248001831584,0.446807353348114,FALSE,0
"15712",154,0.279687477,"Individual3",FALSE,0,0.130756968492642,0.243116390382124,TRUE,0.0267042818246409
"15713",155,0.139480282,"Individual3",FALSE,0,0.0312258085235953,0.135124897421451,FALSE,0
"15714",156,0.079751079,"Individual3",FALSE,0,0.133392326440662,0.069112897036037,FALSE,0
"15715",157,0.954765324,"Individual3",FALSE,0,0.291532141738571,0.676420544236559,FALSE,0
"15716",158,0.493429998,"Individual3",FALSE,0,0.0766013943124562,0.455632572157607,FALSE,0
"15717",159,0.162243422,"Individual3",FALSE,0,0.052202029293403,0.153773986132094,TRUE,0.0438003193121403
"15718",160,0.336516223,"Individual3",FALSE,0,0.166162052680738,0.280599996625951,FALSE,0
"15719",161,0.771778979,"Individual3",FALSE,0,0.0737406977685168,0.714867458565467,TRUE,0.0641592573840171
"15720",162,0.553801073,"Individual3",FALSE,0,0.233608233765699,0.424428582478921,FALSE,0
"15721",163,0.638643559,"Individual3",FALSE,0,0.139373040595092,0.549633864325699,TRUE,0.0257802276872098
"15722",164,0.131889062,"Individual3",FALSE,0,0.248279187781736,0.0991437528093449,TRUE,0.0181403107475489
"15723",165,0.977129601,"Individual3",FALSE,0,0.0811932110460475,0.897793311086667,FALSE,0
"15724",166,0.005175127,"Individual3",FALSE,0,0.272145789396018,0.00376673797736035,FALSE,0
"15725",167,0.18837155,"Individual3",FALSE,0,0.188746961625293,0.152816992280853,FALSE,0
"15726",168,0.862095951,"Individual3",FALSE,0,0.292866719258018,0.609616738145009,FALSE,0
"15727",169,0.133426055,"Individual3",FALSE,0,0.058278464502655,0.125650189389953,FALSE,0
"15728",170,0.066088953,"Individual3",FALSE,0,0.100269733811729,0.0594622312747942,FALSE,0
"15729",171,0.226095851,"Individual3",FALSE,0,0.228418724681251,0.174451325058858,TRUE,0.0274484622292221
"15730",172,0.327758788,"Individual3",FALSE,0,0.0437883804319426,0.313406761501144,TRUE,0.0598081324249506
"15731",173,0.435262374,"Individual3",FALSE,0,0.248931296914816,0.326911946741958,FALSE,0
"15732",174,0.672666323,"Individual3",FALSE,0,0.173032691306435,0.556273058780107,TRUE,0.0463065030286089
"15733",175,0.372495742,"Individual3",FALSE,0,0.140843179472722,0.320032257356669,TRUE,0.0589175858767703
"15734",176,0.896649817,"Individual3",FALSE,0,0.282318930141628,0.643508599952874,TRUE,0.0201147474115714
"15735",177,0.466618507,"Individual3",FALSE,0,0.218660669052042,0.364587392067315,TRUE,0.0923616206739098
"15736",178,0.214718363,"Individual3",FALSE,0,0.203113070083782,0.171106257087706,FALSE,0
"15737",179,0.799561902,"Individual3",FALSE,0,0.072927407710813,0.741251925182813,TRUE,0.0223233093507588
"15738",180,0.537946069,"Individual3",FALSE,0,0.141092036711052,0.462046162484086,TRUE,0.0708368906984106
"15739",181,0.168581925,"Individual3",FALSE,0,0.0851732344832271,0.154223257172341,FALSE,0
"15740",182,0.10716145,"Individual3",FALSE,0,0.124025536794215,0.0938706936401035,FALSE,0
"15741",183,0.737918779,"Individual3",FALSE,0,0.0789854972390458,0.679633897318655,TRUE,0.0572127972031012
