"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm"
"18425",1,0.819408604,"Appartment3",TRUE,0,0.317882404429838,0.558933026749983,FALSE,0
"18426",2,0.520783326,"Appartment3",FALSE,0,0.813063272740692,0.0973535305736573,FALSE,0
"18427",3,0.132100795,"Appartment3",FALSE,0,0.282450288534164,0.0947888873366575,FALSE,0
"18428",4,0.718998129,"Appartment3",FALSE,0,0.200011537410319,0.575190207823567,TRUE,0.0163748668739572
"18429",5,0.105492002,"Appartment3",FALSE,0,0.0168871819041669,0.103710539372791,TRUE,0.0787605791119859
"18430",6,0.235147303,"Appartment3",FALSE,0,0.644737619673833,0.0835389905910584,TRUE,0.0931644800817594
"18431",7,0.851231179,"Appartment3",FALSE,0,0.825916067697108,0.148185670939147,TRUE,0.0717162010259926
"18432",8,0.438775635,"Appartment3",FALSE,0,0.733910138485953,0.116753747952888,FALSE,0
"18433",9,0.216994468,"Appartment3",FALSE,0,0.824545399285853,0.0380726777401188,TRUE,0.044329679151997
"18434",10,0.508661856,"Appartment3",FALSE,0,0.0906977218110114,0.462527384488639,TRUE,0.0160610537743196
"18435",11,0.574543255,"Appartment3",FALSE,0,0.936348940012977,0.0365702871891447,FALSE,0
"18436",12,0.790693608,"Appartment3",TRUE,0,0.905980505282059,0.0743406135008655,FALSE,0
"18437",13,0.303389226,"Appartment3",TRUE,0,0.529120797524229,0.142859676778622,FALSE,0
"18438",14,0.813476158,"Appartment3",TRUE,0,0.927811726229265,0.0587234395996694,FALSE,0
"18439",15,0.71867135,"Appartment3",TRUE,0,0.644702977035195,0.255341791145098,FALSE,0
"18440",16,0.981256217,"Appartment3",TRUE,0,0.688618394546211,0.305545136210972,TRUE,0.0126553208334371
"18441",17,0.74146342,"Appartment3",TRUE,0,0.835363968275487,0.122071595137686,FALSE,0
"18442",18,0.274681268,"Appartment3",TRUE,0,0.718268890166655,0.0773862584840704,FALSE,0
"18443",19,0.834733934,"Appartment3",TRUE,0,0.215348208555952,0.654975476692238,FALSE,0
"18444",20,0.376665319,"Appartment3",TRUE,0,0.515477089211345,0.182502976755017,TRUE,0.0674772622762248
"18445",21,0.437944434,"Appartment3",TRUE,0,0.104973320383579,0.391971952619513,TRUE,0.0196650348836556
"18446",22,0.364622061,"Appartment3",TRUE,0,0.817225027363747,0.066643787221849,FALSE,0
"18447",23,0.459370483,"Appartment3",TRUE,0,0.268896009074524,0.335847593434664,FALSE,0
"18448",24,0.054879004,"Appartment3",FALSE,0,0.563745026243851,0.0239412384497836,FALSE,0
"18449",25,0.149316894,"Appartment3",FALSE,0,0.700903513468802,0.0446601583751513,FALSE,0
"18450",26,0.654455128,"Appartment3",FALSE,0,0.229781904956326,0.504073181979724,FALSE,0
"18451",27,0.141466816,"Appartment3",FALSE,0,0.523568775271997,0.0673992084052511,FALSE,0
"18452",28,0.924263925,"Appartment3",FALSE,0,0.763513551093638,0.218575893475506,FALSE,0
"18453",29,0.10626812,"Appartment3",FALSE,0,0.182128634536639,0.0869136524096243,TRUE,0.0579398393398151
"18454",30,0.245225701,"Appartment3",FALSE,0,0.258250355022028,0.181896076656224,TRUE,0.0127531858393922
"18455",31,0.220322234,"Appartment3",FALSE,0,0.595157836098224,0.0891957299682335,FALSE,0
"18456",32,0.709657243,"Appartment3",FALSE,0,0.00545723643153906,0.705784475639595,FALSE,0
"18457",33,0.292290243,"Appartment3",FALSE,0,0.0848388459999114,0.267492676086846,FALSE,0
"18458",34,0.377649598,"Appartment3",FALSE,0,0.202799354447052,0.301062503318411,FALSE,0
"18459",35,0.436232471,"Appartment3",FALSE,0,0.045483828522265,0.416390948093192,FALSE,0
"18460",36,0.361171653,"Appartment3",TRUE,0,0.966860476881266,0.011969056344425,TRUE,0.078880872623995
"18461",37,0.715517201,"Appartment3",TRUE,0,0.261863447492942,0.52814940000564,FALSE,0
"18462",38,0.500223376,"Appartment3",TRUE,0,0.437993064755574,0.28112900648338,FALSE,0
"18463",39,0.41956165,"Appartment3",TRUE,0,0.800928407814354,0.0835228056855369,FALSE,0
"18464",40,0.452561839,"Appartment3",TRUE,0,0.526900079334155,0.214106970127289,FALSE,0
"18465",41,0.856863881,"Appartment3",TRUE,0,0.585154827916995,0.355465844165157,FALSE,0
"18466",42,0.734741167,"Appartment3",TRUE,0,0.576673516072333,0.311035394823021,FALSE,0
"18467",43,0.785050152,"Appartment3",TRUE,0,0.161824913229793,0.658009479271564,TRUE,0.0508945413632318
"18468",44,0.378258729,"Appartment3",TRUE,0,0.947047873632982,0.0200296040174355,TRUE,0.00599245468620211
"18469",45,0.757195601,"Appartment3",TRUE,0,0.823523702099919,0.133627076450707,TRUE,0.0995635594474152
"18470",46,0.999852048,"Appartment3",TRUE,0,0.625843665795401,0.374100977026641,TRUE,0.0500907757552341
"18471",47,0.789231127,"Appartment3",TRUE,0,0.695083728758618,0.240649412392473,TRUE,0.00320858836639673
"18472",48,0.521468001,"Appartment3",FALSE,0,0.172533518401906,0.431497292053461,TRUE,0.0970240486785769
"18473",49,0.021134799,"Appartment3",FALSE,0,0.226909418823197,0.0163391140419649,FALSE,0
"18474",50,0.356490835,"Appartment3",FALSE,0,0.483325939392671,0.184189567288747,TRUE,0.0950811152579263
"18475",51,0.654144152,"Appartment3",FALSE,0,0.727070639608428,0.178535145009247,FALSE,0
"18476",52,0.572707424,"Appartment3",FALSE,0,0.508568005170673,0.281446751829885,TRUE,0.0943699158960953
"18477",53,0.526074525,"Appartment3",FALSE,0,0.450248086825013,0.289210476591372,TRUE,0.0310551031026989
"18478",54,0.013204616,"Appartment3",FALSE,0,0.673480151453987,0.00431156921642826,FALSE,0
"18479",55,0.208754778,"Appartment3",FALSE,0,0.0986413778737187,0.188162919060358,FALSE,0
"18480",56,0.471851099,"Appartment3",FALSE,0,0.415742899989709,0.275682354738409,TRUE,0.0914424320915714
"18481",57,0.483132252,"Appartment3",FALSE,0,0.352952949004248,0.312609298897537,FALSE,0
"18482",58,0.724804382,"Appartment3",FALSE,0,0.167390695540234,0.60347887236641,TRUE,0.0919168905820698
"18483",59,0.325777668,"Appartment3",FALSE,0,0.580101183149964,0.136793657349364,FALSE,0
"18484",60,0.811135042,"Appartment3",TRUE,0,0.492505326867104,0.411646713006428,TRUE,0.0447940413374454
"18485",61,0.89654289,"Appartment3",TRUE,0,0.90316881518811,0.0868133102733761,TRUE,0.0069858480244875
"18486",62,0.437763642,"Appartment3",TRUE,0,0.923386755632237,0.0335384928798681,TRUE,0.0621247300645337
"18487",63,0.314335426,"Appartment3",TRUE,0,0.524539743317291,0.149454002330429,TRUE,0.0186089811148122
"18488",64,0.486264516,"Appartment3",TRUE,0,0.762804608559236,0.115339702216374,FALSE,0
"18489",65,0.3437613,"Appartment3",TRUE,0,0.578407607739791,0.144927148833479,TRUE,0.0827778873965144
"18490",66,0.41375872,"Appartment3",TRUE,0,0.0796795813366771,0.380790598416001,FALSE,0
"18491",67,0.481716766,"Appartment3",TRUE,0,0.934836115688086,0.0313905356107336,TRUE,0.0105869961902499
"18492",68,0.177449376,"Appartment3",TRUE,0,0.208232769742608,0.140498600946422,TRUE,0.0245361320208758
"18493",69,0.948885265,"Appartment3",TRUE,0,0.899761128006503,0.0951151886148505,TRUE,0.0436822473770008
"18494",70,0.332023093,"Appartment3",TRUE,0,0.702305315760896,0.0988415098307258,FALSE,0
"18495",71,0.86995946,"Appartment3",TRUE,0,0.258106859400868,0.645416955973325,FALSE,0
"18496",72,0.07625722,"Appartment3",FALSE,0,0.92061325116083,0.00605381277131331,FALSE,0
"18497",73,0.518791046,"Appartment3",FALSE,0,0.423998069483787,0.298824644030526,TRUE,0.0553629370871931
"18498",74,0.463563934,"Appartment3",FALSE,0,0.281202063895762,0.333208799011561,TRUE,0.0760906388983131
"18499",75,0.47314986,"Appartment3",FALSE,0,0.147348587866873,0.403431896279592,TRUE,0.048911366192624
"18500",76,0.45249873,"Appartment3",FALSE,0,0.0572065839078277,0.42661282343407,FALSE,0
"18501",77,0.774963059,"Appartment3",FALSE,0,0.852322038495913,0.114444964794091,FALSE,0
"18502",78,0.620658006,"Appartment3",FALSE,0,0.0855533748399466,0.567558618965268,TRUE,0.0885807772167027
"18503",79,0.889828519,"Appartment3",FALSE,0,0.680475958390161,0.284321604730577,TRUE,0.0389300259761512
"18504",80,0.025024005,"Appartment3",FALSE,0,0.587164118187502,0.0103308071706554,FALSE,0
"18505",81,0.133908269,"Appartment3",FALSE,0,0.530659860000014,0.0628485257196157,FALSE,0
"18506",82,0.824562993,"Appartment3",FALSE,0,0.194752261973917,0.663977484973266,FALSE,0
"18507",83,0.628588496,"Appartment3",FALSE,0,0.105145032051951,0.562495538440593,FALSE,0
"18508",84,0.868480527,"Appartment3",TRUE,0,0.85751128802076,0.123748671671282,TRUE,0.0404453260358423
"18509",85,0.128092419,"Appartment3",TRUE,0,0.760452250018716,0.0306842507611099,TRUE,0.0324828633805737
"18510",86,0.248703832,"Appartment3",TRUE,0,0.123871439369395,0.217896530353476,FALSE,0
"18511",87,0.348350218,"Appartment3",TRUE,0,0.956129654776305,0.0152822443224094,TRUE,0.0163315900135785
"18512",88,0.284210244,"Appartment3",TRUE,0,0.635057951556519,0.103720268633982,TRUE,0.00981339435093105
"18513",89,0.371435224,"Appartment3",TRUE,0,0.135338795604184,0.32116562813887,TRUE,0.00463979286141694
"18514",90,0.379537728,"Appartment3",TRUE,0,0.951876364415511,0.0182647353128367,FALSE,0
"18515",91,0.464281605,"Appartment3",TRUE,0,0.549031434347853,0.209376409465527,FALSE,0
"18516",92,0.137492848,"Appartment3",TRUE,0,0.199929574271664,0.110003961433961,FALSE,0
"18517",93,0.863528871,"Appartment3",TRUE,0,0.593293630052358,0.351202692469396,TRUE,0.094458245113492
"18518",94,0.307778844,"Appartment3",TRUE,0,0.493190737674013,0.155985168887185,TRUE,0.016427116910927
"18519",95,0.937633867,"Appartment3",TRUE,0,0.566774813923985,0.406206606502249,FALSE,0
"18520",96,0.436885235,"Appartment3",FALSE,0,0.456170463468879,0.23759109486734,TRUE,0.0276155124185607
"18521",97,0.105147066,"Appartment3",FALSE,0,0.571053244872019,0.0451024927719277,FALSE,0
"18522",98,0.587003729,"Appartment3",FALSE,0,0.927974631311372,0.0422791600028245,TRUE,0.0769863102119416
"18523",99,0.148379385,"Appartment3",FALSE,0,0.286068377317861,0.105932735105628,FALSE,0
"18524",100,0.34572041,"Appartment3",FALSE,0,0.47596401697956,0.181169934904579,TRUE,0.006546606332995
"18525",101,0.238976093,"Appartment3",FALSE,0,0.751229276647791,0.0594502555194947,FALSE,0
"18526",102,0.594629717,"Appartment3",FALSE,0,0.679061185568571,0.190839756399676,TRUE,0.0466425084974617
"18527",103,0.04475081,"Appartment3",FALSE,0,0.956333282170817,0.00195412099289737,FALSE,0
"18528",104,0.507643557,"Appartment3",FALSE,0,0.327787165064365,0.34124451458778,FALSE,0
"18529",105,0.015623288,"Appartment3",FALSE,0,0.813297374173999,0.00291690889363585,TRUE,0.0346396654844284
"18530",106,0.443470172,"Appartment3",FALSE,0,0.352010215166956,0.287364141334153,TRUE,0.0192824112949893
"18531",107,0.577209075,"Appartment3",FALSE,0,0.910019924398512,0.0519373162063652,FALSE,0
"18532",108,0.906480654,"Appartment3",TRUE,0,0.180574722820893,0.742793161161448,FALSE,0
"18533",109,0.834353312,"Appartment3",TRUE,0,0.87306810519658,0.105906046827669,TRUE,0.0187925238162279
"18534",110,0.413382337,"Appartment3",TRUE,0,0.543694982305169,0.188628434599516,TRUE,0.0481273397337645
"18535",111,0.99492582,"Appartment3",TRUE,0,0.832990490831435,0.166162072857332,TRUE,0.0839171130908653
"18536",112,0.798105707,"Appartment3",TRUE,0,0.122322911163792,0.700479093503324,TRUE,0.00145748122595251
"18537",113,0.159285313,"Appartment3",TRUE,0,0.806494761025533,0.0308225425571878,FALSE,0
"18538",114,0.557242512,"Appartment3",TRUE,0,0.835629617795348,0.0915941646781203,TRUE,0.0787781077902764
"18539",115,0.385303102,"Appartment3",TRUE,0,0.831505885580555,0.0649213049545552,TRUE,0.0625417105387896
"18540",116,0.084884613,"Appartment3",TRUE,0,0.564306372310966,0.0369836849729497,FALSE,0
"18541",117,0.326852658,"Appartment3",TRUE,0,0.481142080156133,0.169590090225319,TRUE,0.0071020788513124
"18542",118,0.356603359,"Appartment3",TRUE,0,0.538127588108182,0.164705253510054,TRUE,0.0130379984388128
"18543",119,0.588591977,"Appartment3",TRUE,0,0.69012379203923,0.182390649868892,TRUE,0.00656089372932911
"18544",120,0.964356678,"Appartment3",FALSE,0,0.858062991173938,0.136877902316758,TRUE,0.0544499806594104
"18545",121,0.291679292,"Appartment3",FALSE,0,0.179204254643992,0.239409121882053,FALSE,0
"18546",122,0.351085265,"Appartment3",FALSE,0,0.956878450699151,0.0151393405634993,FALSE,0
"18547",123,0.896555897,"Appartment3",FALSE,0,0.716455296846107,0.254213675675738,FALSE,0
"18548",124,0.531856052,"Appartment3",FALSE,0,0.341060131089762,0.350461157183997,TRUE,0.00951265832409263
"18549",125,0.044070612,"Appartment3",FALSE,0,0.600089106010273,0.0176243178435944,FALSE,0
"18550",126,0.715465894,"Appartment3",FALSE,0,0.122040419606492,0.628150136082106,FALSE,0
"18551",127,0.501447988,"Appartment3",FALSE,0,0.72971552843228,0.135533604455276,FALSE,0
"18552",128,0.890571697,"Appartment3",FALSE,0,0.559339883737266,0.39243942754032,TRUE,0.0159688670188189
"18553",129,0.473835819,"Appartment3",FALSE,0,0.60000407253392,0.189532397887554,TRUE,0.0900438932701945
"18554",130,0.716193028,"Appartment3",FALSE,0,0.118446200853214,0.631362684755841,FALSE,0
"18555",131,0.768402855,"Appartment3",FALSE,0,0.740221599349752,0.199614464726984,FALSE,0
"18556",132,0.542841451,"Appartment3",TRUE,0,0.433033009525388,0.307773183778341,FALSE,0
"18557",133,0.264577047,"Appartment3",TRUE,0,0.771571875782683,0.0604368385571668,FALSE,0
"18558",134,0.366127162,"Appartment3",TRUE,0,0.251267774030566,0.274131204992132,FALSE,0
"18559",135,0.490895728,"Appartment3",TRUE,0,0.640972059452906,0.176245282247206,TRUE,0.0865543531719595
"18560",136,0.578964594,"Appartment3",TRUE,0,0.516617830144241,0.279861161717378,FALSE,0
"18561",137,0.630089328,"Appartment3",TRUE,0,0.58291932544671,0.262798081951069,TRUE,0.00436769931111485
"18562",138,0.695650975,"Appartment3",TRUE,0,0.615717991720885,0.267326153734324,TRUE,0.0483555024722591
"18563",139,0.050615004,"Appartment3",TRUE,0,0.127043132204562,0.0441847153552935,FALSE,0
"18564",140,0.471626703,"Appartment3",TRUE,0,0.837922202656046,0.0764402171908314,FALSE,0
"18565",141,0.657329345,"Appartment3",TRUE,0,0.489995195763186,0.335241123915838,FALSE,0
"18566",142,0.413917512,"Appartment3",TRUE,0,0.493077501887456,0.209824099195569,FALSE,0
"18567",143,0.725536274,"Appartment3",TRUE,0,0.79962845123373,0.145376826907489,TRUE,0.0890408517792821
"18568",144,0.397423357,"Appartment3",FALSE,0,0.116087714442983,0.351287387819612,TRUE,0.0203710082918406
"18569",145,0.948222292,"Appartment3",FALSE,0,0.530972289154306,0.444742530989617,TRUE,0.0053097891388461
"18570",146,0.600888083,"Appartment3",FALSE,0,0.62779293791391,0.223654788015973,TRUE,0.0646378959063441
"18571",147,0.625264799,"Appartment3",FALSE,0,0.933942994335666,0.0413031203692515,FALSE,0
"18572",148,0.449093592,"Appartment3",FALSE,0,0.396674298215657,0.270949706560251,FALSE,0
"18573",149,0.812890287,"Appartment3",FALSE,0,0.530088799772784,0.381986250417216,FALSE,0
"18574",150,0.688560506,"Appartment3",FALSE,0,0.465526894899085,0.368017071691677,TRUE,0.0253442691406235
"18575",151,0.570141974,"Appartment3",FALSE,0,0.817365875700489,0.104127380147885,TRUE,0.0676660287659615
"18576",152,0.344128742,"Appartment3",FALSE,0,0.542732290457934,0.157358961641933,TRUE,0.087282252125442
"18577",153,0.16636134,"Appartment3",FALSE,0,0.767247773008421,0.0387209723703032,FALSE,0
"18578",154,0.879705785,"Appartment3",FALSE,0,0.89611290814355,0.0913900756929453,TRUE,0.0430310218129307
"18579",155,0.265722775,"Appartment3",FALSE,0,0.96347314468585,0.00970601735609956,FALSE,0
"18580",156,0.36776375,"Appartment3",TRUE,0,0.937938942573965,0.0228238072079641,FALSE,0
"18581",157,0.179479345,"Appartment3",TRUE,0,0.571296457899734,0.0769434309353356,FALSE,0
"18582",158,0.932799611,"Appartment3",TRUE,0,0.535304838092998,0.433467466260434,FALSE,0
"18583",159,0.990302189,"Appartment3",TRUE,0,0.649643526878208,0.34695878226283,TRUE,0.0670688652200624
"18584",160,0.031829295,"Appartment3",TRUE,0,0.61066859215498,0.0123921442330645,FALSE,0
"18585",161,0.293971035,"Appartment3",TRUE,0,0.641229089116678,0.105468256000263,TRUE,0.0282479302026331
"18586",162,0.256504325,"Appartment3",TRUE,0,0.164988698903471,0.214184010155137,FALSE,0
"18587",163,0.191363207,"Appartment3",TRUE,0,0.118335253093392,0.168718193466892,TRUE,0.0408841059077531
"18588",164,0.586820843,"Appartment3",TRUE,0,0.28000356676057,0.422508913910556,TRUE,0.0521617068676278
"18589",165,0.217667813,"Appartment3",TRUE,0,0.566801344742998,0.0942934038843325,FALSE,0
"18590",166,0.870103767,"Appartment3",TRUE,0,0.905315006850287,0.0823857692179342,FALSE,0
"18591",167,0.011489065,"Appartment3",TRUE,0,0.212134287692606,0.00905184037997094,FALSE,0
"18592",168,0.224360374,"Appartment3",FALSE,0,0.771228492725641,0.051327260932619,FALSE,0
"18593",169,0.947461015,"Appartment3",FALSE,0,0.114102816209197,0.839353044940076,FALSE,0
"18594",170,0.964768701,"Appartment3",FALSE,0,0.156309902202338,0.813965799698813,FALSE,0
"18595",171,0.335704257,"Appartment3",FALSE,0,0.843719194177538,0.0524641318019908,TRUE,0.0962577156489715
"18596",172,0.85549162,"Appartment3",FALSE,0,0.136037550866604,0.739112635228297,TRUE,0.056972768320702
"18597",173,0.170296992,"Appartment3",FALSE,0,0.136246747570112,0.147094580719027,FALSE,0
"18598",174,0.13325467,"Appartment3",FALSE,0,0.596681570634246,0.0537440642100519,TRUE,0.0238482476444915
"18599",175,0.251388538,"Appartment3",FALSE,0,0.779910200275481,0.0553280529814597,TRUE,0.0673571594292298
"18600",176,0.033101706,"Appartment3",FALSE,0,0.661741586402059,0.0111969305589455,TRUE,0.0691759065259248
"18601",177,0.530116258,"Appartment3",FALSE,0,0.333346686558798,0.353403759904751,TRUE,0.0244215478654951
"18602",178,0.51441858,"Appartment3",FALSE,0,0.978781796060503,0.0109150383407067,FALSE,0
"18603",179,0.832926572,"Appartment3",FALSE,0,0.0899483652319759,0.758006188490326,TRUE,0.0809067490277812
"18604",180,0.368424433,"Appartment3",TRUE,0,0.444567872909829,0.20463476649318,TRUE,0.0733187594916671
"18605",181,0.260563721,"Appartment3",TRUE,0,0.825875912094489,0.0453704202603911,FALSE,0
"18606",182,0.461951151,"Appartment3",TRUE,0,0.0586282280273736,0.434867773581664,FALSE,0
"18607",183,0.439569554,"Appartment3",TRUE,0,0.142843192210421,0.376780035708129,TRUE,0.0137261825148016
